wavelength_nm,reflectance
1433.50,0.347934
1438.50,0.347139
1443.50,0.346835
1448.50,0.345413
1453.50,0.345141
1458.50,0.344793
1463.50,0.343440
1468.50,0.342795
1473.50,0.341179
1478.50,0.338883
1483.50,0.336520
1488.50,0.333411
1493.50,0.330814
1498.50,0.327844
1503.50,0.325586
1508.50,0.321706
1513.50,0.320052
1518.50,0.316918
1523.50,0.312710
1528.50,0.309419
1534.00,0.305700
1540.00,0.304571
1546.00,0.302988
1552.00,0.300189
1558.00,0.300437
1564.00,0.300060
1570.50,0.298564
1577.50,0.297365
1584.50,0.295908
1591.50,0.295575
1598.50,0.294073
1605.50,0.292190
1612.50,0.291247
1619.50,0.288341
1626.50,0.288468
1633.50,0.286311
1640.50,0.285730
1647.50,0.284813
1654.50,0.287885
1661.50,0.286810
1668.50,0.286765
1676.00,0.287876
1684.00,0.287653
1692.00,0.286902
1700.00,0.287334
1708.00,0.288149
1716.00,0.286655
1724.00,0.285479
1732.00,0.283026
1740.00,0.278885
1748.00,0.272302
1756.00,0.270679
1764.00,0.266541
1772.00,0.264109
1780.00,0.265247
1788.00,0.265079
1796.00,0.266059
1805.00,0.264196
1815.00,0.264328
1825.00,0.263915
1835.00,0.265424
1845.00,0.267316
1855.00,0.269623
1865.00,0.275334
1875.00,0.278366
1885.00,0.282983
1895.00,0.283765
1905.00,0.283620
1915.00,0.283753
1925.00,0.284284
1935.00,0.283373
1945.00,0.283782
1955.00,0.282524
1965.00,0.279856
1975.00,0.277011
1985.00,0.272340
1995.00,0.270854
2005.00,0.266071
2015.00,0.262328
2025.00,0.259114
2035.00,0.253838
2045.00,0.247297
2055.00,0.243184
2065.00,0.236702
2075.00,0.231998
2085.00,0.227029
2095.00,0.222338
2105.00,0.217168
2115.00,0.218502
2125.00,0.212205
2135.00,0.203894
2145.00,0.200093
2155.00,0.194668
2165.00,0.189693
2175.00,0.184800
2185.00,0.180025
2195.00,0.171179
2205.00,0.162704
2215.00,0.154410
2225.00,0.148107
2235.00,0.145917
2245.00,0.144375
2255.00,0.142173
2265.00,0.143572
2275.00,0.146418
2285.00,0.143113
2295.00,0.131383
2305.00,0.118430
2315.00,0.102561
2325.00,0.062350
2335.00,0.044850
2345.00,0.040880
2355.00,0.039157
2365.00,0.033453
2375.00,0.031135
